price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
3200,kombi,2002,automatik,155,a4,150000,5,diesel,audi,0
1000,kombi,1997,manuell,101,golf,150000,1,benzin,volkswagen,0
7500,limousine,2006,automatik,170,golf,150000,2,diesel,volkswagen,0
5200,bus,2006,manuell,120,zafira,150000,3,diesel,opel,0
3500,limousine,1999,automatik,0,c_klasse,150000,1,benzin,mercedes_benz,0
1,bus,2003,manuell,158,andere,150000,9,benzin,citroen,1
5500,bus,2008,manuell,101,c_max,100000,6,benzin,ford,0
1700,kombi,2003,automatik,102,fabia,150000,12,diesel,skoda,0
700,kleinwagen,1992,manuell,50,fiesta,80000,3,benzin,ford,
4200,kombi,2006,manuell,75,fabia,150000,6,benzin,skoda,0
9999,kleinwagen,2009,manuell,109,cooper,125000,6,diesel,mini,0
700,kleinwagen,1996,manuell,58,twingo,150000,10,benzin,renault,
750,,2016,manuell,73,corolla,150000,4,,toyota,0
4800,kleinwagen,2009,,61,fortwo,80000,6,benzin,smart,0
4500,kombi,2002,manuell,179,a4,150000,10,diesel,audi,0
1800,kombi,2004,manuell,138,3_reihe,150000,10,diesel,peugeot,
3000,kombi,2004,manuell,125,signum,150000,11,diesel,opel,0
6500,coupe,1969,manuell,0,andere,5000,1,benzin,opel,
499,kombi,1995,manuell,195,andere,150000,5,benzin,ford,
2600,cabrio,2003,manuell,110,2_reihe,150000,8,benzin,peugeot,0
1800,kleinwagen,2003,manuell,64,polo,150000,4,diesel,volkswagen,0
3500,bus,2008,manuell,88,note,150000,10,benzin,nissan,0
23700,limousine,2016,manuell,150,focus,5000,3,diesel,ford,0
3450,limousine,2003,manuell,101,golf,150000,11,diesel,volkswagen,0
5600,kombi,2007,manuell,143,6_reihe,150000,4,diesel,mazda,0
1800,kombi,2000,manuell,90,golf,150000,8,diesel,volkswagen,0
11700,limousine,2012,manuell,105,beetle,40000,1,benzin,volkswagen,0
9750,suv,2008,manuell,136,kuga,150000,4,diesel,ford,0
350,kleinwagen,1996,manuell,45,corsa,150000,4,benzin,opel,0
8400,kombi,2006,manuell,102,a3,90000,10,benzin,audi,0
3200,kombi,2005,manuell,101,focus,150000,2,benzin,ford,0
2500,kombi,2000,manuell,0,bora,150000,5,diesel,volkswagen,0
899,limousine,1993,manuell,102,1er,150000,11,benzin,bmw,0
250,kombi,2000,manuell,106,,150000,9,benzin,daewoo,0
3799,kombi,2002,automatik,150,3er,150000,1,diesel,bmw,0
2600,kombi,2000,automatik,200,andere,150000,6,benzin,saab,0
500,kleinwagen,1999,manuell,58,clio,125000,4,benzin,renault,0
6399,limousine,2004,automatik,140,e_klasse,150000,6,diesel,mercedes_benz,1
16500,suv,2006,automatik,349,q7,125000,12,benzin,audi,0
1700,limousine,2000,automatik,116,e_klasse,150000,12,diesel,mercedes_benz,0
1499,kombi,2002,automatik,179,a6,150000,3,diesel,audi,0
3490,bus,2005,manuell,70,combo,125000,7,diesel,opel,0
27500,limousine,2008,automatik,450,andere,100000,5,benzin,audi,0
3490,bus,1999,manuell,79,vito,150000,3,diesel,mercedes_benz,0
2200,limousine,2003,manuell,113,megane,150000,1,benzin,renault,0
12390,suv,2011,manuell,136,andere,30000,4,diesel,mitsubishi,
11900,limousine,1980,automatik,185,s_klasse,50000,5,benzin,mercedes_benz,0
2300,kombi,1997,automatik,286,5er,150000,7,benzin,bmw,0
300,,2000,,0,astra,125000,1,benzin,opel,1
1780,,2016,manuell,0,a_klasse,125000,7,benzin,mercedes_benz,
6850,kleinwagen,2013,manuell,82,spark,30000,4,benzin,chevrolet,0
150,kleinwagen,1994,manuell,48,polo,150000,10,diesel,volkswagen,1
2200,limousine,2002,manuell,140,a_klasse,5000,8,benzin,mercedes_benz,1
3000,bus,2002,manuell,91,andere,150000,3,diesel,mercedes_benz,0
3500,limousine,2000,automatik,299,a6,150000,1,benzin,audi,0
250,bus,1999,manuell,110,zafira,150000,2,benzin,opel,1
2200,kleinwagen,2003,manuell,75,clio,125000,7,benzin,renault,0
65,kleinwagen,1990,,0,golf,150000,1,andere,volkswagen,
800,,2016,manuell,90,golf,150000,0,benzin,volkswagen,
590,kleinwagen,1997,manuell,45,1_reihe,150000,7,benzin,peugeot,0
2990,kombi,2003,manuell,110,octavia,150000,6,diesel,skoda,0
1800,limousine,2000,manuell,125,a3,150000,3,benzin,audi,0
3999,kleinwagen,2007,manuell,69,polo,150000,5,diesel,volkswagen,0
1899,kleinwagen,2002,manuell,86,yaris,150000,3,benzin,toyota,0
6900,bus,2008,manuell,140,zafira,100000,8,benzin,opel,0
7800,limousine,2007,automatik,231,3er,150000,4,diesel,bmw,0
1111,kombi,1998,manuell,150,a4,150000,10,diesel,audi,0
850,kleinwagen,1999,manuell,50,polo,150000,12,benzin,volkswagen,
9800,cabrio,2002,manuell,140,andere,100000,10,benzin,toyota,0
1200,kombi,1999,manuell,115,astra,150000,0,benzin,opel,0
100,kleinwagen,2000,manuell,60,ka,100000,12,benzin,ford,1
6890,limousine,2010,manuell,125,ceed,70000,8,benzin,kia,0
3000,limousine,2000,automatik,130,c_klasse,125000,12,benzin,mercedes_benz,0
7200,limousine,2004,automatik,150,e_klasse,150000,6,diesel,mercedes_benz,
0,,2017,manuell,340,golf,150000,0,,volkswagen,0
7499,limousine,2009,manuell,80,golf,100000,2,benzin,volkswagen,0
2800,kleinwagen,1995,manuell,86,andere,125000,8,benzin,mini,0
29999,kombi,2011,automatik,340,andere,90000,11,benzin,audi,0
1100,,2000,manuell,45,polo,150000,9,,volkswagen,
34500,limousine,2015,manuell,184,golf,10000,6,diesel,volkswagen,0
7000,suv,2004,automatik,218,,150000,12,diesel,bmw,
61800,cabrio,2008,automatik,570,sl,70000,8,benzin,mercedes_benz,0
20000,limousine,2009,automatik,170,e_klasse,90000,4,diesel,mercedes_benz,0
500,kleinwagen,2001,manuell,60,punto,20000,5,benzin,fiat,0
1100,limousine,1999,manuell,105,3er,150000,7,benzin,bmw,1
599,limousine,1998,manuell,82,a_klasse,150000,4,benzin,mercedes_benz,0
350,,2016,manuell,0,twingo,150000,0,,renault,
400,kombi,1998,manuell,63,andere,150000,6,diesel,fiat,0
21999,kombi,2011,automatik,218,5er,125000,10,diesel,bmw,0
3200,kombi,2005,automatik,131,passat,150000,5,diesel,volkswagen,0
16550,limousine,2013,manuell,150,golf,80000,2,diesel,volkswagen,0
2500,limousine,2001,manuell,136,c_klasse,150000,5,diesel,mercedes_benz,0
14900,cabrio,2012,,0,mx_reihe,60000,2,benzin,mazda,
0,kleinwagen,1998,manuell,54,corsa,150000,0,benzin,opel,
35350,suv,2012,automatik,204,m_klasse,100000,3,diesel,mercedes_benz,0
4400,cabrio,1999,manuell,193,clk,150000,5,benzin,mercedes_benz,0
4000,,2018,automatik,71,,50000,10,,smart,0
1650,,2017,manuell,110,passat,150000,1,,volkswagen,
1500,cabrio,2002,,54,fortwo,125000,6,benzin,smart,0
37900,suv,2012,automatik,256,discovery,125000,2,diesel,land_rover,0
9990,kombi,2009,manuell,163,6_reihe,125000,10,diesel,mazda,0
350,,2000,manuell,0,,150000,0,benzin,volkswagen,
1750,limousine,1999,manuell,101,passat,150000,3,benzin,volkswagen,0
12690,cabrio,2012,manuell,140,,70000,6,benzin,sonstige_autos,0
5750,kleinwagen,2003,manuell,190,cooper,150000,5,benzin,mini,0
2800,,2000,,174,golf,150000,0,benzin,volkswagen,
99,kombi,1999,manuell,75,andere,150000,9,benzin,skoda,1
4490,cabrio,1991,manuell,133,80,150000,7,benzin,audi,0
3350,kombi,2003,manuell,75,fabia,125000,11,benzin,skoda,0
11499,kombi,2007,manuell,290,a4,125000,11,diesel,audi,1
10199,kleinwagen,2008,manuell,120,cooper,100000,10,benzin,mini,0
6500,cabrio,2003,manuell,163,slk,125000,5,benzin,mercedes_benz,0
9500,limousine,2010,manuell,110,astra,60000,9,diesel,opel,0
2150,limousine,2003,manuell,140,156,150000,5,diesel,alfa_romeo,0
7490,limousine,2007,manuell,170,golf,150000,4,diesel,volkswagen,0
16200,,2017,manuell,147,3er,125000,7,diesel,bmw,
2200,limousine,2000,manuell,143,e_klasse,150000,10,diesel,mercedes_benz,0
1200,limousine,1999,manuell,131,primera,150000,2,benzin,nissan,0
1400,bus,2000,manuell,64,caddy,150000,1,diesel,volkswagen,0
11499,limousine,2010,manuell,90,a3,100000,10,diesel,audi,0
800,kleinwagen,1994,automatik,60,corsa,80000,3,benzin,opel,0
3800,kombi,2017,automatik,0,vectra,150000,0,diesel,opel,
6199,coupe,1999,manuell,193,3er,125000,6,benzin,bmw,0
850,kleinwagen,2000,manuell,60,punto,150000,0,benzin,fiat,
4250,kleinwagen,2007,manuell,95,one,150000,11,benzin,mini,0
4800,cabrio,1998,automatik,193,slk,125000,6,benzin,mercedes_benz,0
1300,kombi,1998,manuell,240,c_klasse,5000,10,benzin,mercedes_benz,0
4500,limousine,2004,manuell,104,golf,150000,12,,volkswagen,1
13950,kombi,2011,manuell,143,3er,80000,3,diesel,bmw,0
3300,limousine,1984,automatik,72,andere,150000,5,diesel,mercedes_benz,
13875,kombi,2008,manuell,143,3er,80000,12,benzin,bmw,0
10400,kombi,2012,automatik,92,berlingo,125000,10,diesel,citroen,0
4350,kleinwagen,2008,automatik,5,,40000,8,diesel,sonstige_autos,0
5700,kombi,2001,manuell,271,impreza,150000,6,benzin,subaru,0
1500,coupe,1997,manuell,101,a3,150000,0,benzin,audi,
1100,,2017,manuell,60,punto,60000,7,benzin,fiat,0
990,limousine,1999,manuell,0,megane,5000,5,benzin,renault,
26900,limousine,2013,automatik,170,e_klasse,125000,4,diesel,mercedes_benz,0
1350,andere,1992,manuell,0,transit,150000,0,diesel,ford,
579,,2015,,0,5er,150000,0,,bmw,
1900,kleinwagen,2001,manuell,0,,70000,8,benzin,opel,
1850,limousine,1999,manuell,73,3_reihe,150000,3,benzin,mazda,0
13800,limousine,2015,manuell,101,i_reihe,20000,5,benzin,hyundai,0
1900,,2016,manuell,0,sharan,150000,3,benzin,volkswagen,0
3690,kombi,2004,manuell,150,3er,150000,10,diesel,bmw,0
3900,suv,2000,manuell,116,cherokee,150000,7,diesel,jeep,0
6899,kombi,2009,manuell,140,6_reihe,150000,6,diesel,mazda,0
5999,limousine,2000,automatik,279,s_klasse,150000,10,lpg,mercedes_benz,0
14800,suv,2010,manuell,177,x_reihe,100000,4,diesel,bmw,0
3490,kleinwagen,2009,manuell,73,2_reihe,150000,8,benzin,peugeot,0
0,,2017,manuell,140,laguna,150000,7,,renault,0
1990,bus,2001,automatik,0,kangoo,150000,10,benzin,renault,0
3199,kombi,2005,manuell,120,astra,150000,1,diesel,opel,0
1900,kleinwagen,2002,manuell,50,lupo,150000,3,benzin,volkswagen,0
1200,limousine,1996,manuell,150,e_klasse,150000,0,benzin,mercedes_benz,1
1550,,2016,manuell,75,golf,150000,11,,volkswagen,0
850,kombi,2000,manuell,155,156,125000,1,benzin,alfa_romeo,1
2000,kombi,2002,manuell,136,5er,150000,7,diesel,bmw,0
3700,bus,1999,manuell,70,transporter,150000,1,diesel,volkswagen,0
26849,kombi,2013,automatik,177,a6,150000,5,diesel,audi,0
2700,limousine,1987,manuell,112,80,150000,2,benzin,audi,0
1299,coupe,1994,manuell,101,civic,150000,4,benzin,honda,
37900,cabrio,2009,automatik,315,sl,70000,4,benzin,mercedes_benz,0
33990,limousine,2013,automatik,258,5er,125000,2,diesel,bmw,0
5450,cabrio,2010,automatik,54,fortwo,100000,3,diesel,smart,0
10999,cabrio,2011,manuell,120,2_reihe,40000,5,benzin,peugeot,0
1850,kombi,1999,manuell,193,passat,150000,4,benzin,volkswagen,0
1750,cabrio,1999,manuell,75,astra,150000,2,benzin,opel,0
7990,kombi,2010,manuell,125,astra,150000,12,diesel,opel,0
1600,kombi,2000,manuell,190,3er,150000,6,,bmw,0
2800,,2016,manuell,115,caddy,150000,0,diesel,volkswagen,
28500,kombi,2014,manuell,150,a4,10000,12,diesel,audi,0
550,kleinwagen,1994,,90,golf,150000,0,benzin,volkswagen,
6490,kombi,2008,manuell,116,astra,150000,6,benzin,opel,0
2995,limousine,2007,manuell,105,golf,150000,9,diesel,volkswagen,0
42990,kombi,2015,automatik,239,passat,20000,6,diesel,volkswagen,0
5499,kleinwagen,2013,manuell,75,twingo,60000,4,benzin,renault,0
21500,suv,2011,manuell,190,navara,50000,0,diesel,nissan,0
700,limousine,1996,manuell,75,golf,150000,2,benzin,volkswagen,0
3500,kleinwagen,2001,manuell,125,corsa,150000,6,benzin,opel,
700,kombi,1998,manuell,125,passat,150000,0,benzin,volkswagen,0
880,limousine,1993,manuell,75,golf,125000,3,benzin,volkswagen,0
100,,1995,manuell,0,ka,70000,0,benzin,ford,
1799,kombi,2006,manuell,131,megane,150000,5,diesel,renault,0
0,kombi,2003,manuell,163,a4,150000,9,,audi,
850,coupe,2001,manuell,131,andere,150000,3,benzin,ford,0
4700,kombi,2009,manuell,90,andere,150000,12,diesel,ford,0
5800,limousine,2004,manuell,136,andere,125000,5,diesel,volvo,0
1700,limousine,2003,manuell,101,meriva,150000,6,benzin,opel,0
2990,kleinwagen,2004,manuell,75,corsa,80000,4,benzin,opel,0
2799,coupe,2000,manuell,197,,150000,7,,mercedes_benz,
10400,limousine,2007,manuell,184,,150000,8,lpg,mercedes_benz,0
17500,suv,2010,manuell,205,cooper,30000,11,benzin,mini,0
1300,,2017,manuell,50,polo,150000,0,benzin,volkswagen,
5700,kleinwagen,2009,manuell,80,corsa,100000,3,benzin,opel,0
8200,kombi,2006,automatik,140,a4,125000,12,diesel,audi,0
4600,limousine,2001,,170,3er,20000,5,benzin,bmw,0
12500,limousine,2012,manuell,140,astra,50000,11,benzin,opel,0
1400,kleinwagen,1997,manuell,60,golf,150000,12,lpg,volkswagen,0
2750,suv,2000,manuell,70,andere,150000,8,diesel,fiat,0
1650,bus,2002,manuell,65,doblo,125000,3,benzin,fiat,0
2200,kleinwagen,2006,manuell,0,1zz,80000,3,diesel,honda,0
3690,limousine,2004,manuell,102,golf,150000,7,benzin,volkswagen,0
680,kombi,1998,manuell,116,andere,150000,1,benzin,mitsubishi,0
2400,kombi,2003,manuell,116,passat,150000,3,benzin,volkswagen,0
22500,coupe,2011,automatik,204,andere,125000,10,diesel,mercedes_benz,0
23250,kombi,2012,automatik,184,e_klasse,80000,4,benzin,mercedes_benz,0
2000,limousine,1997,manuell,122,c_klasse,150000,5,benzin,mercedes_benz,0
2000,coupe,2006,automatik,61,fortwo,60000,4,benzin,smart,0
2900,coupe,2003,,0,a3,150000,10,diesel,audi,0
29999,limousine,2014,automatik,320,1er,60000,1,benzin,bmw,0
6299,cabrio,2006,manuell,140,eos,150000,11,diesel,volkswagen,0
6200,kleinwagen,2010,manuell,60,fiesta,70000,3,benzin,ford,0
250,kleinwagen,1999,manuell,54,punto,150000,3,benzin,fiat,1
800,kleinwagen,1996,manuell,60,polo,125000,3,benzin,volkswagen,
2550,kombi,2003,,0,sharan,150000,7,diesel,volkswagen,
6500,kombi,2005,manuell,140,passat,150000,11,diesel,volkswagen,0
6300,limousine,2007,manuell,140,passat,150000,10,diesel,volkswagen,0
500,kleinwagen,1998,manuell,60,corsa,150000,5,benzin,opel,0
1135,kombi,2002,automatik,130,mondeo,150000,7,diesel,ford,0
700,kombi,1997,automatik,116,,150000,1,benzin,bmw,
850,cabrio,1994,manuell,90,golf,150000,3,benzin,volkswagen,0
1550,kombi,1999,automatik,136,c_klasse,150000,12,benzin,mercedes_benz,0
550,,2016,manuell,90,tigra,150000,0,benzin,opel,0
1299,limousine,1999,manuell,0,corolla,150000,6,,toyota,0
2750,limousine,2001,manuell,101,golf,150000,4,diesel,volkswagen,0
1400,limousine,1998,manuell,110,golf,150000,10,diesel,volkswagen,0
2750,limousine,2001,manuell,75,golf,150000,10,benzin,volkswagen,0
750,limousine,1998,manuell,101,golf,150000,5,benzin,volkswagen,0
36000,limousine,2012,automatik,385,andere,40000,8,benzin,1guar,0
10900,cabrio,2013,manuell,69,500,20000,9,benzin,fiat,0
6290,kombi,2005,manuell,163,3er,150000,11,diesel,bmw,0
2850,coupe,2005,manuell,109,c4,150000,6,diesel,citroen,0
12750,bus,2010,manuell,105,touran,100000,10,diesel,volkswagen,0
6650,kleinwagen,2010,manuell,105,ibiza,125000,3,benzin,seat,0
10950,kombi,2010,manuell,140,passat,150000,6,diesel,volkswagen,0
3250,coupe,1998,manuell,179,tt,150000,10,benzin,audi,0
0,limousine,1999,manuell,83,a_klasse,150000,2,benzin,mercedes_benz,1
3199,kombi,2005,manuell,75,fabia,125000,9,benzin,skoda,0
31900,limousine,2014,automatik,170,c_klasse,40000,4,diesel,mercedes_benz,0
5990,kleinwagen,2008,manuell,80,corsa,60000,6,benzin,opel,0
0,kleinwagen,2004,manuell,60,ka,150000,6,benzin,ford,0
800,kleinwagen,2000,manuell,40,corsa,150000,8,benzin,opel,
1500,,2017,manuell,101,passat,150000,0,,volkswagen,0
850,kombi,1998,manuell,0,c_klasse,150000,5,,mercedes_benz,0
3100,kleinwagen,2008,manuell,58,twingo,5000,3,benzin,renault,0
400,kleinwagen,1997,manuell,0,1_reihe,150000,9,benzin,peugeot,1
1350,kleinwagen,2002,manuell,60,ka,150000,8,benzin,ford,
44000,suv,2015,automatik,258,q5,5000,6,diesel,audi,0
2999,kombi,2002,manuell,220,a4,150000,7,benzin,audi,1
1600,limousine,2003,automatik,95,a_klasse,150000,3,diesel,mercedes_benz,0
10850,limousine,2006,automatik,163,3er,80000,7,diesel,bmw,0
2000,limousine,1981,automatik,220,,150000,9,benzin,mercedes_benz,
950,limousine,1996,manuell,75,golf,150000,7,benzin,volkswagen,0
3599,kleinwagen,2005,manuell,64,polo,90000,4,benzin,volkswagen,
11000,kleinwagen,2010,manuell,102,golf,70000,11,lpg,volkswagen,0
0,,2017,manuell,0,seicento,60000,0,benzin,fiat,1
5800,suv,2004,automatik,140,sorento,150000,1,diesel,kia,0
12600,limousine,2009,manuell,170,superb,125000,2,diesel,skoda,0
3500,kombi,2008,,0,touran,150000,9,diesel,volkswagen,0
550,coupe,1999,manuell,163,andere,150000,0,benzin,renault,
300,kleinwagen,1998,manuell,0,ka,100000,10,benzin,ford,0
9999,suv,2010,manuell,150,captiva,80000,12,diesel,chevrolet,0
3600,limousine,1999,manuell,150,3er,150000,10,benzin,bmw,0
2600,kleinwagen,2004,,0,golf,150000,7,diesel,volkswagen,
1650,limousine,2003,manuell,156,x_type,150000,3,benzin,1guar,0
5499,limousine,2006,manuell,105,golf,150000,6,diesel,volkswagen,
2444,coupe,1998,manuell,193,clk,150000,6,benzin,mercedes_benz,0
800,kleinwagen,1998,manuell,54,clio,150000,11,benzin,renault,0
29998,cabrio,2010,automatik,231,e_klasse,80000,8,diesel,mercedes_benz,0
1900,kombi,2003,manuell,115,3er,150000,6,diesel,bmw,0
1495,kleinwagen,1998,manuell,50,lupo,150000,11,benzin,volkswagen,0
38888,bus,2015,manuell,131,andere,10000,4,diesel,citroen,0
450,kombi,2001,manuell,125,astra,150000,0,,opel,1
5500,kombi,2009,manuell,109,caddy,150000,6,cng,volkswagen,0
8500,kombi,2006,automatik,176,3er,150000,5,diesel,bmw,1
1100,kombi,2001,manuell,122,v40,150000,9,benzin,volvo,0
1850,,2002,manuell,121,6_reihe,150000,11,benzin,mazda,0
4000,limousine,2006,manuell,102,golf,150000,3,benzin,volkswagen,0
17800,coupe,2010,manuell,170,a5,150000,4,diesel,audi,0
2900,kombi,2004,automatik,167,,150000,4,,audi,
4250,bus,2007,manuell,88,zafira,150000,7,diesel,opel,0
3400,limousine,2004,manuell,131,passat,150000,5,diesel,volkswagen,0
0,,1990,,0,,30000,0,,ford,
1200,limousine,1999,manuell,90,a3,150000,8,diesel,audi,0
3900,kleinwagen,2005,automatik,87,yaris,40000,11,benzin,toyota,0
0,,2016,,0,corsa,150000,0,,opel,
6999,kombi,2007,manuell,140,passat,150000,12,diesel,volkswagen,0
800,coupe,1994,manuell,115,6_reihe,150000,0,,mazda,0
14500,kleinwagen,2011,automatik,179,polo,60000,6,benzin,volkswagen,0
14900,kombi,2009,manuell,136,andere,20000,6,diesel,fiat,0
900,kleinwagen,1993,manuell,40,andere,80000,0,,fiat,0
800,kleinwagen,1998,manuell,60,punto,150000,4,benzin,fiat,0
12300,bus,2012,manuell,105,touran,90000,11,diesel,volkswagen,0
2100,kombi,2007,manuell,131,laguna,125000,6,,renault,0
0,kombi,1997,manuell,139,laguna,125000,9,benzin,renault,0
600,kombi,1999,manuell,100,astra,150000,11,benzin,opel,1
420,,2016,manuell,70,golf,150000,0,benzin,volkswagen,
2600,bus,2008,manuell,110,andere,150000,2,diesel,ford,0
1790,coupe,1998,automatik,102,3er,150000,8,benzin,bmw,0
1,limousine,2001,manuell,75,a_klasse,150000,12,benzin,mercedes_benz,
3500,,2016,,118,,150000,0,,bmw,
900,,2000,,0,lancer,150000,0,,mitsubishi,
5999,limousine,1997,manuell,125,a3,60000,3,benzin,audi,0
24850,limousine,2014,manuell,184,golf,50000,8,diesel,volkswagen,0
1390,kleinwagen,2001,manuell,75,agila,150000,12,benzin,opel,0
2590,kombi,2005,automatik,207,c5,150000,1,lpg,citroen,
10990,kombi,2010,manuell,131,insignia,90000,7,diesel,opel,0
1790,cabrio,1998,manuell,101,golf,150000,6,benzin,volkswagen,0
0,,2016,automatik,0,astra,150000,0,hybrid,opel,0
2799,andere,2006,automatik,15,,10000,0,benzin,sonstige_autos,
3190,limousine,2003,automatik,150,passat,150000,1,diesel,volkswagen,0
500,cabrio,1998,manuell,116,astra,150000,2,benzin,opel,1
3999,suv,1974,manuell,60,kadett,125000,5,benzin,opel,0
999,limousine,1997,manuell,101,a4,150000,10,benzin,audi,0
5900,kombi,2007,manuell,140,a4,150000,6,diesel,audi,0
777,kombi,2002,manuell,120,laguna,150000,2,benzin,renault,1
3890,bus,2004,manuell,109,vito,150000,12,,mercedes_benz,
3600,limousine,2003,manuell,110,golf,150000,3,benzin,volkswagen,0
0,,2005,,0,6er,125000,0,,bmw,
3850,limousine,2001,manuell,163,c_klasse,150000,2,benzin,mercedes_benz,0
700,limousine,1997,manuell,140,andere,150000,12,benzin,alfa_romeo,0
1900,bus,2002,manuell,107,scenic,150000,10,benzin,renault,0
780,limousine,2001,manuell,105,147,150000,4,benzin,alfa_romeo,1
3900,limousine,2008,manuell,136,4_reihe,150000,5,diesel,peugeot,0
1999,limousine,1997,automatik,122,c_klasse,125000,5,benzin,mercedes_benz,0
18850,limousine,1995,automatik,279,e_klasse,150000,11,benzin,mercedes_benz,0
2580,kombi,1999,,75,golf,150000,7,benzin,volkswagen,
4150,kleinwagen,2009,manuell,60,corsa,90000,11,benzin,opel,0
3890,limousine,2001,manuell,105,3er,100000,2,benzin,bmw,0
700,kleinwagen,1995,manuell,45,corsa,90000,0,benzin,opel,
200,kleinwagen,1997,manuell,0,andere,150000,0,,citroen,1
1800,,2017,manuell,102,3er,150000,1,,bmw,1
3099,bus,2006,manuell,150,zafira,150000,6,diesel,opel,0
8400,bus,2008,manuell,136,verso,125000,1,diesel,toyota,0
1300,,2018,manuell,60,,150000,3,benzin,peugeot,0
3200,,2017,manuell,75,,150000,4,diesel,mercedes_benz,
7200,kleinwagen,2012,,0,twingo,30000,9,benzin,renault,0
3299,kleinwagen,2009,manuell,52,twingo,125000,6,benzin,renault,0
500,kleinwagen,1999,manuell,101,a3,150000,10,benzin,audi,
29950,cabrio,2011,automatik,231,e_klasse,70000,5,diesel,mercedes_benz,0
6500,cabrio,1986,manuell,125,golf,30000,5,benzin,volkswagen,0
100,limousine,1996,manuell,0,golf,150000,0,benzin,volkswagen,1
3999,kombi,2006,manuell,136,4_reihe,150000,5,diesel,peugeot,0
10999,coupe,2001,automatik,306,cl,150000,11,benzin,mercedes_benz,0
1850,cabrio,2001,manuell,98,3_reihe,150000,3,benzin,peugeot,0
12500,bus,2009,automatik,105,touran,125000,8,diesel,volkswagen,0
1100,kombi,1999,manuell,101,bora,150000,12,benzin,volkswagen,1
550,kombi,1994,,0,mondeo,150000,12,benzin,ford,0
1950,kleinwagen,2001,manuell,125,andere,125000,12,benzin,mercedes_benz,0
2999,bus,2005,manuell,90,berlingo,150000,6,diesel,citroen,0
6950,kombi,2006,manuell,232,a6,150000,8,diesel,audi,0
4600,kleinwagen,2003,manuell,110,a2,150000,2,benzin,audi,0
500,kleinwagen,2001,manuell,60,,50000,0,,ford,1
4750,,2018,manuell,131,passat,150000,4,,volkswagen,0
8300,limousine,2006,manuell,122,1er,150000,5,diesel,bmw,0
1980,kleinwagen,1996,manuell,116,golf,150000,6,benzin,volkswagen,0
1100,,2017,manuell,110,astra,150000,5,,opel,0
6300,kombi,2006,automatik,185,xc_reihe,150000,1,diesel,volvo,
888,limousine,1995,manuell,90,6_reihe,150000,12,benzin,mazda,0
10900,kleinwagen,2009,manuell,109,cooper,80000,8,diesel,mini,0
9299,kombi,2014,manuell,131,andere,60000,3,diesel,chevrolet,0
2850,kombi,2001,manuell,143,c_klasse,150000,10,diesel,mercedes_benz,0
5800,cabrio,2003,manuell,102,beetle,150000,7,benzin,volkswagen,0
850,kleinwagen,1997,manuell,45,corsa,150000,9,benzin,opel,0
23950,bus,2013,manuell,140,caddy,40000,4,diesel,volkswagen,0
10000,kombi,2009,manuell,105,a3,150000,1,diesel,audi,0
0,kleinwagen,2002,,0,ka,150000,0,benzin,ford,
850,,1985,manuell,54,golf,125000,0,benzin,volkswagen,
24999,kombi,2013,automatik,140,superb,90000,3,diesel,skoda,0
1650,kombi,1990,manuell,116,passat,150000,11,benzin,volkswagen,0
12944,cabrio,1990,,211,andere,150000,0,benzin,porsche,0
1799,limousine,1997,automatik,122,c_klasse,150000,8,benzin,mercedes_benz,0
750,limousine,1991,manuell,192,3er,150000,0,,bmw,
850,kleinwagen,1996,manuell,116,golf,150000,6,benzin,volkswagen,0
999,kleinwagen,1997,manuell,75,andere,150000,6,benzin,toyota,0
1750,kleinwagen,2002,manuell,75,polo,150000,11,benzin,volkswagen,0
6900,cabrio,2005,manuell,179,tt,150000,6,benzin,audi,0
3300,kleinwagen,2005,manuell,75,ibiza,150000,11,benzin,seat,0
600,kleinwagen,1997,manuell,60,polo,150000,4,benzin,volkswagen,0
2799,kombi,2001,manuell,163,5er,150000,4,diesel,bmw,0
1899,,2018,automatik,0,7er,150000,11,diesel,bmw,
3999,bus,1996,manuell,68,transporter,150000,8,diesel,volkswagen,0
1300,kleinwagen,2001,manuell,58,corsa,125000,7,benzin,opel,0
1000,bus,1999,manuell,101,zafira,150000,5,benzin,opel,0
1800,suv,1985,manuell,72,,80000,1,lpg,sonstige_autos,
3450,andere,1982,manuell,0,caddy,150000,3,diesel,volkswagen,
999,kombi,2002,manuell,140,156,150000,8,benzin,alfa_romeo,0
7500,cabrio,1995,manuell,260,golf,150000,0,benzin,volkswagen,0
37000,kombi,2006,manuell,370,lancer,50000,1,benzin,mitsubishi,0
13800,limousine,2010,manuell,170,3er,90000,8,benzin,bmw,0
1250,kleinwagen,2001,manuell,60,,150000,12,benzin,fiat,0
26900,limousine,2013,manuell,140,q3,40000,8,diesel,audi,0
7499,kombi,2004,automatik,218,5er,150000,9,diesel,bmw,
9900,bus,2008,manuell,109,b_klasse,70000,10,diesel,mercedes_benz,0
1450,kombi,2000,automatik,101,golf,150000,12,benzin,volkswagen,0
8765,limousine,1982,automatik,140,andere,150000,3,lpg,mercedes_benz,0
1100,kleinwagen,2003,manuell,69,ka,60000,11,benzin,ford,0
1490,kleinwagen,2004,manuell,82,clio,150000,11,diesel,renault,0
3500,limousine,2005,manuell,90,,150000,9,diesel,volkswagen,
15500,kombi,2012,automatik,240,c5,150000,6,diesel,citroen,
